Key,Item Type,Publication Year,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Status,
IL8G7W6L,conferencePaper,2015,Survey on cyberspace security,Clouded Intelligence,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,978-1-4503-3664-2,,10.1145/2783258.2790454,http://doi.acm.org/10.1145/2783258.2790454,"Several exciting trends are driving the birth of the intelligent cloud. The vast majority of world's data is now connected data resident in the cloud. The majority of world's new software is now connected software, also resident in or using the cloud. New cloud based Machine Learning as a Service platforms help transform data into intelligence and build cloud-hosted intelligent APIs for connected software applications. Face analysis, computer vision, text analysis, speech recognition, and more traditional analytics such as churn prediction, recommendations, anomaly detection, forecasting, and clustering are all available now as cloud APIs, and far more are being created at a rapid pace. Cloud hosted marketplaces for crowdsourcing intelligent APIs have been launched. In this talk I will review what these trends mean for the future of data science and show examples of revolutionary applications that you can build using cloud platforms.",2015,2019-07-12 5:41:16,2019-07-12 5:41:16,2019-07-12 5:40:34,1635–1635,,,,,,,KDD '15,,,,ACM,"New York, NY, USA",,,,Springer Link,,ACM Digital Library,,"event-place: Hamburg, Germany",,,,,Machine Learning; Apache Spot; Latent Dirichlet Allocation; Network Function Virtualisation; Penetration Testing; SHIELD Project; Software Defined Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendente,Valido
7TWWKLFB,,,"Analyzing the availability and performance of an e-health system integrated with edge, fog and cloud infrastructures",,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejeitado,Fora do Escopo
YBPLIK3F,journalArticle,2015,A study on smart factory-based ambient intelligence context-aware intrusion detection system using machine learning,Cloud cover: monitoring large-scale clouds with Varanus,Journal of Cloud Computing,,2192-113X,10.1186/s13677-015-0041-9,https://doi.org/10.1186/s13677-015-0041-9,"Cloud computing has quickly become the de facto means to deploy large scale systems in a robust and cost effective manner. Central to the maintenance of large scale systems is monitoring which allows for the detection of faults, errors and anomalies and the enacting of optimisation and corrective measures. Monitoring large scale systems is significant challenge requiring the low latency movement of large volumes of data and near real time analysis. This challenge is magnified by elasticity and other cloud properties which previous monitoring systems do not yet fully account for. In this paper we propose Varanus1 a cloud aware monitoring tool that provides robust, fault tolerant monitoring at scale. We describe in detail the mechanisms which enable Varanus to function effectively and explore the performance of Varanus through a detailed evaluation.",2015-07-14,2019-07-12 5:22:45,2019-07-12 5:22:45,2019-07-12 5:22:45,16,,1,4,,J Cloud Comp,Cloud cover,,,,,,,en,,,Springer Link,,Springer Link,,,,C:\Users\mathe\Zotero\storage\YYIXCMQB\Caithness et al. - 2017 - Can functional characteristics usefully define the.pdf,,,Cloud computing; Cloud ecosystem; NIST definition of cloud computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Possível Reanálise,Valido
MIYUAH8W,,,An autonomic prediction suite for cloud resource provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendente,Valido
THQBB89P,,,Towards cloud based big data analytics for smart future cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejeitado,Fora do Escopo
64L58JEJ,conferencePaper,2014,Integrating Internet-of-Things with the power of Cloud Computing and the intelligence of Big Data analytics — A three layered approach,Pre-processing Methods of Data Mining,Proceedings of the 2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing,978-1-4799-7881-6,,10.1109/UCC.2014.57,http://dx.doi.org/10.1109/UCC.2014.57,"Data generation, handling and its processing have emerged as the most reliable source of understanding and discovery of new facts, knowledge and products in the world of natural and material sciences. The emergence of the most efficient techniques in statistical or bioinformatics situations has therefore become a routine practice in research and industrial sectors. Under practical conditions, dealing with large datasets, it's likely to have inconsistencies and anomalies of all kinds to prevent to know real outcomes for practical problems. For accurate data mining computer based techniques of data pre-processing offer solutions that help the data under processing to conform normal structures which in turn considerably improve the performance of machine learning algorithms. In this process, accurate determination of outliers, extreme values and filling up gaps poses formidable challenges. Multiple methodologies have therefore been developed to detect these deviated or inconsistent values called outliers. Different data pre-processing techniques discussed in this paper could offer most suitable solutions for handling missing values and outliers in all kinds of large datasets such as electric load and weather datasets.",2014,2019-07-12 5:41:16,2019-07-12 5:41:16,2019-07-12 5:41:14,451–456,,,,,,,UCC '14,,,,IEEE Computer Society,"Washington, DC, USA",,,,IEEE Xplore,,ACM Digital Library,,"event-place: Rhodes, Island, Greece",,,,,intrusion detection; clustering; Canberra distance; Jaccard distance; Reduced/aggregate-ordering; Secure cloud networks; Self-Organizing Feature Maps (SOFMs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejeitado,Valido
S7RFB9MZ,,,Performance characterization and analysis for Hadoop K-means iteration,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendente,Valido
MRYBTN8F,conferencePaper,2017,An Investigation on Intrusion Detection System Using Machine Learning,Self-learning method for DDoS detection model in cloud computing,2017 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (EIConRus),,,10.1109/EIConRus.2017.7910612,,"Cloud Computing has many significant benefits like the provision of computing resources and virtual networks on demand. However, there is the problem to assure the security of these networks against Distributed Denial-of-Service (DDoS) attack. Over the past few decades, the development of protection method based on data mining has attracted many researchers because of its effectiveness and practical significance. Most commonly these detection methods use prelearned models or models based on rules. Because of this the proposed DDoS detection methods often failure in dynamically changing cloud virtual networks. In this paper, we purposed self-learning method allows to adapt a detection model to network changes. This is minimized the false detection and reduce the possibility to mark legitimate users as malicious and vice versa. The developed method consists of two steps: collecting data about the network traffic by Netflow protocol and relearning the detection model with the new data. During the data collection we separate the traffic on legitimate and malicious. The separated traffic is labeled and sent to the relearning pool. The detection model is relearned by a data from the pool of current traffic. The experiment results show that proposed method could increase efficiency of DDoS detection systems is using data mining.",2017-02,2019-07-12 5:12:53,2019-07-12 5:18:15,,544-547,,,,,,,,,,,,,,,,IEEE Xplore,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\JAFQLASR\8249467.html,,,cloud computing; learning (artificial intelligence); machine learning; Machine learning algorithms; security of data; Anomaly detection; Cloud computing; Intrusion detection; anomaly; Algorithm design and analysis; big data; Big Data; CIDPS; cloud; cloud intrusion detection and prevention system; cloud service; intrusion; machine learning algorithms; prevention; services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 25th Telecommunication Forum (℡FOR),,,,,,,,,,,,,,Pendente,Valido
RDHGRTM3,journalArticle,2016,Real time intrusion detection system for ultra-high-speed big data environments,Adaptation in cloud resource configuration: a survey,Journal of Cloud Computing,,2192-113X,10.1186/s13677-016-0057-9,https://doi.org/10.1186/s13677-016-0057-9,"With increased demand for computing resources at a lower cost by end-users, cloud infrastructure providers need to find ways to protect their revenue. To achieve this, infrastructure providers aim to increase revenue and lower operational costs. A promising approach to addressing these challenges is to modify the assignment of resources to workloads. This can be used, for example, to consolidate existing workloads; the new capability can be used to serve new requests or alternatively unused resources may be turned off to reduce power consumption. The goal of this paper is to highlight features, approaches and findings in the literature, in order to identify open challenges and facilitate future developments. We present a definition of cloud systems adaptation, a classification of the key features and a survey of adapting compute and storage configuration. Based on our analysis, we identify three open research challenges: characterising the workload type, accurate online profiling of workloads, and building highly scalable adaptation mechanisms.",2016-05-24,2019-07-12 5:22:45,2019-07-12 5:22:45,2019-07-12 5:22:45,7,,1,5,,J Cloud Comp,Adaptation in cloud resource configuration,,,,,,,en,,,Springer Link,,Springer Link,,,,C:\Users\mathe\Zotero\storage\HE5ZJWHM\Ward e Barker - 2015 - Cloud cover monitoring large-scale clouds with Va.pdf,,,Cloud computing; Monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendente,Valido
DRWLT66T,,,Pre-processing Methods of Data Mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejeitado,Fora do Escopo
SHJ3887F,conferencePaper,2015,Intelligent approach to build a Deep Neural Network based IDS for cloud environment using combination of machine learning algorithms,Clouded Intelligence,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,978-1-4503-3664-2,,10.1145/2783258.2790454,http://doi.acm.org/10.1145/2783258.2790454,"Several exciting trends are driving the birth of the intelligent cloud. The vast majority of world's data is now connected data resident in the cloud. The majority of world's new software is now connected software, also resident in or using the cloud. New cloud based Machine Learning as a Service platforms help transform data into intelligence and build cloud-hosted intelligent APIs for connected software applications. Face analysis, computer vision, text analysis, speech recognition, and more traditional analytics such as churn prediction, recommendations, anomaly detection, forecasting, and clustering are all available now as cloud APIs, and far more are being created at a rapid pace. Cloud hosted marketplaces for crowdsourcing intelligent APIs have been launched. In this talk I will review what these trends mean for the future of data science and show examples of revolutionary applications that you can build using cloud platforms.",2015,2019-07-12 5:18:25,2019-07-12 5:18:25,2019-07-12 5:17:42,1635–1635,,,,,,,KDD '15,,,,ACM,"New York, NY, USA",,,,ScienceDirect,,ACM Digital Library,,"event-place: Hamburg, Germany",,,,,Machine Learning; Apache Spot; Latent Dirichlet Allocation; Network Function Virtualisation; Penetration Testing; SHIELD Project; Software Defined Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aceito,Valido
GB8TY3RQ,journalArticle,2018,An Autonomous Host-Based Intrusion Detection System for Android Mobile Devices,Editorial,International Journal of Information Technology,,2511-2112,10.1007/s41870-018-0191-3,https://doi.org/10.1007/s41870-018-0191-3,,2018-09-01,2019-07-12 5:23:06,2019-07-12 5:23:06,2019-07-12 5:23:05,239-240,,3,10,,Int. j. inf. tecnol.,,,,,,,,en,,,Springer Link,,Springer Link,,,,C:\Users\mathe\Zotero\storage\NE97I2GV\Nikravesh et al. - 2017 - An autonomic prediction suite for cloud resource p.pdf,,,Cloud computing; Auto-scaling; Cloud resource provisioning; Decision fusion technique; Empirical risk minimization; Multi-layer perceptron; Multi-layer perceptron with weight decay; Structural risk minimization; Workload pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendente,Valido
M4CJW48U,journalArticle,2019,Resource-Aware Detection and Defense System Against Multi-Type Attacks in the Cloud: Repeated Bayesian Stackelberg Game,Efficient Distributed Denial-of-Service Attack Defense in SDN-Based Cloud,IEEE Access,,2169-3536,10.1109/ACCESS.2019.2896783,,"Software-defined networking (SDN) is the key outcome of extensive research efforts over the past few decades toward transforming the Internet infrastructure to be more programmable, configurable, and manageable. However, critical cyber-threats in the SDN-based cloud environment are rising rapidly, in which distributed denial-of-service (DDoS) attack is one of the most damaging cyber attacks. In this paper, we propose an efficient solution to tackle DDoS attacks in the SDN-based cloud environment. We first introduce a new hybrid machine learning model based on support vector machine and self-organizing map algorithms to improve the traffic classification. Then, we propose an enhanced history-based IP filtering scheme ($eHIPF$ ) to improve the attack detection rate and speed. Finally, we introduce a novel mechanism that combines both the hybrid machine learning model and the $eHIPF$ scheme to make a DDoS attack defender for the SDN-based cloud environment. The testbed is implemented in an SDN-based cloud with service function chaining. Through practical experiments, the proposed DDoS attack defender is proven to outperform existing mechanisms for DDoS attack classification and detection. The comprehensive experiments conducted with various DDoS attack levels prove that the proposed mechanism is an effective, innovative approach to defend DDoS attacks in the SDN-based cloud.",2019,2019-07-12 5:15:14,2019-07-12 5:15:14,,18701-18714,,,7,,,,,,,,,,,,,IEEE Xplore,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\WCJAL8IQ\8554263.html; C:\Users\mathe\Zotero\storage\RPQNHBSV\Shafi et al. - 2018 - Fog-Assisted SDN Controlled Framework for Enduring.pdf,,,cloud computing; machine learning; anomaly detection; Feature extraction; Intrusion detection; Machine learning; anomaly; Computer crime; computer network security; network security; Entropy; intrusion detection; cloud infrastructure; Internet of Things; IoT; computational resources; fog; fog-assisted SDN; fog-assisted software defined networking; human life; IDPS; Image edge detection; intelligent devices; intelligent transportation systems; Internet of Things traffic; intrusion detection-prevention system; IoT data; optimisation; optimization; power grids; SDN; smart devices; software defined networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendente,Valido
